twitter source account,Tweets ago,Date,Compound,Negative,Positive,Neutral,tweet_text
@Fox,35,Fri May 15 23:35:19 +0000 2020,-0.25,0.2,0.0,0.8,"fb ruining gifs and expanding its tentacles, again

https://t.co/LpP8w4Ls4K"
@Fox,34,Sat May 16 01:54:19 +0000 2020,-0.6124,0.191,0.068,0.741,"RT @SarahMoran: If you have a job, stand in solidarity with those who don’t.

💔 594,300 Aussie jobs gone
💔 underemployment up 4.9% to 13.7%…"
@Fox,33,Sun May 17 00:36:44 +0000 2020,0.2037,0.141,0.175,0.684,"Victoria announced lifting of restrictions and closures for hospitality venues, which is great.

What’s not great i… https://t.co/hmzqfYA4Uj"
@Fox,32,Sun May 17 00:36:44 +0000 2020,-0.4098,0.099,0.0,0.901,Who manages this data? How long do they have it for? How many people at a given place have my data? There are no re… https://t.co/3adivIh0M2
@Fox,31,Sun May 17 00:36:44 +0000 2020,0.0,0.0,0.0,1.0,"If that’s the condition for going to restaurants and bars, I won’t be going. Still, can get takeaway without sacrif… https://t.co/lhb9u9YIG4"
@Fox,30,Sun May 17 01:04:01 +0000 2020,-0.1326,0.148,0.116,0.736,there’s never anything good hiding under “show more replies” on the bird website. never.
@Fox,29,Sun May 17 01:04:40 +0000 2020,0.5046,0.168,0.345,0.487,"@makenosound yeah, how could that go wrong, I really can’t tell lmao"
@Fox,28,Sun May 17 04:40:37 +0000 2020,0.4926,0.0,0.242,0.758,@jongold i thought any time was suitable for good ol shitpost?!
@Fox,27,Mon May 18 00:38:59 +0000 2020,0.1531,0.0,0.091,0.909,@pjrvs nearly every day i want to blog again but then I look at my website and want to redesign it and we both know how that goes
@Fox,26,Mon May 18 00:44:22 +0000 2020,0.0516,0.138,0.114,0.749,"@ow @pjrvs hahahaah it me 😂 

the problem I currently have is that the last redesign was when I still was looking f… https://t.co/rwfgE0HPIx"
@Fox,25,Mon May 18 00:57:29 +0000 2020,-0.6249,0.577,0.0,0.423,@pjrvs *insert existential crisis*
@Fox,24,Mon May 18 06:13:28 +0000 2020,0.0,0.0,0.0,1.0,@jstn porn
@Fox,23,Mon May 18 06:28:22 +0000 2020,-0.34,0.191,0.089,0.72,RT @drthema: Insecurity and imposter syndrome can create constant anxiety. Let’s breathe and give ourselves permission to release. It’s not…
@Fox,22,Mon May 18 06:56:09 +0000 2020,-0.2023,0.121,0.088,0.792,"RT @perfemail: Performance Newsletter №49—track Web Vitals by @igrigorik, see JS framework impact by @tkadlec, learn if Chrome will block y…"
@Fox,21,Tue May 19 00:40:00 +0000 2020,0.0,0.0,0.0,1.0,"RT @mjmichellekim: Fortune 500 CEOs
- 37 women, 34 of them white
- 3 women of color, all Asians (Indian, Taiwanese, Chinese)
- 0 Black wome…"
@Fox,20,Tue May 19 04:25:36 +0000 2020,0.6801,0.0,0.21,0.79,"A really good analysis of the Australian COVIDSafe app from both privacy and security standpoints. 👇🏻

https://t.co/u3dOlHhDdp"
@Fox,19,Wed May 20 00:21:59 +0000 2020,-0.0229,0.124,0.121,0.754,"”I didn’t develop any enviable habits, and I’m more than OK with that. It’s an achievement to have rejected the pro… https://t.co/r2eJDsODr9"
@Fox,18,Wed May 20 01:52:56 +0000 2020,0.0,0.0,0.0,1.0,@dan_abramov masculinity stereotyping.
@Fox,17,Wed May 20 02:04:56 +0000 2020,-0.6249,0.157,0.0,0.843,"In March, there were a lot of predictions on how the global crisis is going to hit tech companies. 

Some are true… https://t.co/QRwG0sHVY7"
@Fox,16,Wed May 20 04:09:25 +0000 2020,-0.34,0.18,0.118,0.702,"The worst support I have ever seen in my career is hands-down @AWSSupport @awscloud. 

Endless questions unanswered… https://t.co/gnrEN4EY1j"
@Fox,15,Wed May 20 04:18:46 +0000 2020,0.7184,0.0,0.28,0.72,"me: *asks a question*

@AWSSupport:

@AWSSupport: if you’d like support that will be 3% of your bill

me: fine, *pa… https://t.co/bihzAynjJ3"
@Fox,14,Wed May 20 22:57:00 +0000 2020,-0.216,0.2,0.172,0.628,"RT @JillWetzler: Ahahahaha what a witty and clever joke about a tremendously biased and neglected feature that has been ""on hold"" for liter…"
@Fox,13,Wed May 20 22:57:37 +0000 2020,0.0,0.0,0.0,1.0,"you will never verify me, you cowards

https://t.co/3uT26tY9Ow"
@Fox,12,Wed May 20 23:03:49 +0000 2020,0.0,0.0,0.0,1.0,@meyerweb prime assholery
@Fox,11,Thu May 21 00:10:26 +0000 2020,-0.6124,0.25,0.0,0.75,"why bother working on a reasonable verification system if you can make people fight for checkmarks

https://t.co/BYV0rjWb8N"
@Fox,10,Thu May 21 03:46:26 +0000 2020,0.0,0.0,0.0,1.0,@ow what is happening with these icons though
@Fox,9,Thu May 21 23:49:56 +0000 2020,0.7184,0.0,0.231,0.769,"@rauchg if you liked this, you will enjoy this netflix case study I featured a while back in @perfemail. it covers… https://t.co/ZvdVDRohRW"
@Fox,8,Fri May 22 00:37:03 +0000 2020,0.0,0.0,0.0,1.0,"⚡️I haven’t written an article about web performance in ~month, which means it’s time for another one!

coming soon… https://t.co/wqmzrP3pR3"
@Fox,7,Fri May 22 00:55:59 +0000 2020,0.0,0.0,0.0,1.0,"I never had professional mentorship IN MY CAREER. I rarely had managers. If I did, they did the bare minimum or wer… https://t.co/vbhZddRlGh"
@Fox,6,Fri May 22 00:57:41 +0000 2020,0.7269,0.0,0.303,0.697,"Currently, I’m grateful for working with design-savvy &amp; product-oriented people, which drastically improved my desi… https://t.co/lhemsclD0u"
@Fox,5,Fri May 22 02:08:05 +0000 2020,0.4588,0.0,0.208,0.792,@riblah that is true. I too have been people who were pretending to be helpful but just wanted to advance themselve… https://t.co/1egNAUE9ck
@Fox,4,Fri May 22 02:08:38 +0000 2020,-0.8205,0.335,0.0,0.665,@buzzusborne faving this for my next existential ”am I any good??” crisis. 😭❤️
@Fox,3,Fri May 22 02:42:03 +0000 2020,0.4939,0.0,0.132,0.868,"💡here’s another reason to care about HTML: monitoring &amp; testing tools.

any tool crawling the DOM is likely to fail… https://t.co/VtxKShv1sT"
@Fox,2,Fri May 22 02:43:47 +0000 2020,-0.6369,0.234,0.0,0.766,"I see many people in development paying very little attention to HTML for different reasons (fake inferiority, ”it’… https://t.co/nl94LdezGt"
@Fox,1,Fri May 22 02:47:32 +0000 2020,0.4019,0.0,0.213,0.787,@callmevlad i chuckle at every single one of the troll tweets
